invoice_id,branch,city,customer_type,gender,product_line,unit_price,quantity,tax_5percent,total,date,time,payment,cogs,gross_margin_percentage,gross_income,rating,tax_5,year,month,month_name,day_name,day,hour,calculated_sales,sales_difference
INV-10388,A,Pune,Member,Female,Food And Beverages,28.26,8.0,11.3,237.38,2027-01-23,20:37:00,Upi,226.08,4.7619,11.3,4.0,11.3,2027,1,January,Saturday,23,20,237.38,0.0
INV-10461,A,Pune,Member,Female,Food And Beverages,47.62,5.0,11.9,250.0,2027-04-06,13:07:00,Upi,238.1,4.7619,11.9,4.8,11.9,2027,4,April,Tuesday,6,13,250.0,0.0
INV-10166,C,Mumbai,Member,Male,Home And Lifestyle,32.37,10.0,16.18,339.88,2026-06-15,16:06:00,Credit Card,323.7,4.7619,16.18,4.4,16.18,2026,6,June,Monday,15,16,339.88,0.0
INV-10396,C,Mumbai,Member,Female,Sports And Travel,93.67,8.0,37.47,786.83,2027-01-31,19:46:00,Upi,749.36,4.7619,37.47,5.0,37.47,2027,1,January,Sunday,31,19,786.83,0.0
INV-10299,B,Nashik,Normal,Male,Health And Beauty,76.91,8.0,30.76,646.04,2026-10-26,14:28:00,Credit Card,615.28,4.7619,30.76,4.3,30.76,2026,10,October,Monday,26,14,646.04,0.0
INV-10024,B,Nashik,Normal,Male,Fashion Accessories,43.03,8.0,17.21,361.45,2026-01-24,09:32:00,Credit Card,344.24,4.7619,17.21,5.0,17.21,2026,1,January,Saturday,24,9,361.45,0.0
INV-10468,C,Mumbai,Member,Male,Electronic Accessories,58.83,3.0,8.82,185.31,2027-04-13,16:59:00,Upi,176.49,4.7619,8.82,4.0,8.82,2027,4,April,Tuesday,13,16,185.31,0.0
INV-10348,A,Pune,Normal,Female,Food And Beverages,46.21,2.0,4.62,97.04,2026-12-14,18:50:00,Upi,92.42,4.7619,4.62,3.6,4.62,2026,12,December,Monday,14,18,97.04,0.0
INV-10422,C,Mumbai,Normal,Male,Food And Beverages,13.27,10.0,6.64,139.34,2027-02-26,15:57:00,Credit Card,132.7,4.7619,6.64,3.8,6.64,2027,2,February,Friday,26,15,139.34,0.0
INV-10183,C,Mumbai,Member,Male,Fashion Accessories,54.94,1.0,2.75,57.69,2026-07-02,10:21:00,Credit Card,54.94,4.7619,2.75,3.5,2.75,2026,7,July,Thursday,2,10,57.69,0.0
INV-10344,B,Nashik,Normal,Male,Home And Lifestyle,12.62,3.0,1.89,39.75,2026-12-10,12:04:00,Upi,37.86,4.7619,1.89,4.0,1.89,2026,12,December,Thursday,10,12,39.75,0.0
INV-10042,B,Nashik,Normal,Male,Fashion Accessories,50.17,8.0,20.07,421.43,2026-02-11,10:07:00,Credit Card,401.36,4.7619,20.07,4.6,20.07,2026,2,February,Wednesday,11,10,421.43,0.0
INV-10357,A,Pune,Member,Female,Food And Beverages,63.94,7.0,22.38,469.96,2026-12-23,21:28:00,Upi,447.58,4.7619,22.38,4.5,22.38,2026,12,December,Wednesday,23,21,469.96,0.0
INV-10237,A,Pune,Member,Male,Sports And Travel,56.32,7.0,19.71,413.95,2026-08-25,18:58:00,Credit Card,394.24,4.7619,19.71,4.4,19.71,2026,8,August,Tuesday,25,18,413.95,0.0
INV-10430,A,Pune,Member,Male,Sports And Travel,34.13,5.0,8.53,179.18,2027-03-06,11:16:00,Upi,170.65,4.7619,8.53,3.2,8.53,2027,3,March,Saturday,6,11,179.18,0.0
INV-10351,B,Nashik,Member,Female,Food And Beverages,75.11,8.0,30.04,630.92,2026-12-17,15:06:00,Cash,600.88,4.7619,30.04,3.1,30.04,2026,12,December,Thursday,17,15,630.92,0.0
INV-10032,A,Pune,Normal,Male,Sports And Travel,34.4,8.0,13.76,288.96,2026-02-01,14:28:00,Credit Card,275.2,4.7619,13.76,3.5,13.76,2026,2,February,Sunday,1,14,288.96,0.0
INV-10350,B,Nashik,Normal,Female,Home And Lifestyle,55.91,3.0,8.39,176.12,2026-12-16,20:06:00,Upi,167.73,4.7619,8.39,3.4,8.39,2026,12,December,Wednesday,16,20,176.12,0.0
INV-10046,B,Nashik,Member,Female,Sports And Travel,96.55,7.0,33.79,709.64,2026-02-15,09:35:00,Cash,675.85,4.7619,33.79,3.8,33.79,2026,2,February,Sunday,15,9,709.64,0.0
INV-10466,B,Nashik,Member,Male,Health And Beauty,30.47,1.0,1.52,31.99,2027-04-11,11:17:00,Credit Card,30.47,4.7619,1.52,3.8,1.52,2027,4,April,Sunday,11,11,31.99,0.0
INV-10109,A,Pune,Normal,Male,Food And Beverages,64.57,1.0,3.23,67.8,2026-04-19,21:25:00,Credit Card,64.57,4.7619,3.23,4.7,3.23,2026,4,April,Sunday,19,21,67.8,0.0
INV-10106,A,Pune,Member,Female,Sports And Travel,61.76,1.0,3.09,64.85,2026-04-16,20:48:00,Upi,61.76,4.7619,3.09,4.1,3.09,2026,4,April,Thursday,16,20,64.85,0.0
INV-10150,A,Pune,Normal,Male,Sports And Travel,30.6,8.0,12.24,257.04,2026-05-30,10:13:00,Cash,244.8,4.7619,12.24,3.6,12.24,2026,5,May,Saturday,30,10,257.04,0.0
INV-10030,A,Pune,Normal,Female,Health And Beauty,16.29,7.0,5.7,119.73,2026-01-30,15:15:00,Cash,114.03,4.7619,5.7,3.8,5.7,2026,1,January,Friday,30,15,119.73,0.0
INV-10182,A,Pune,Member,Male,Fashion Accessories,68.15,9.0,30.67,644.02,2026-07-01,14:23:00,Upi,613.35,4.7619,30.67,4.7,30.67,2026,7,July,Wednesday,1,14,644.02,0.0
INV-10110,A,Pune,Normal,Female,Home And Lifestyle,22.53,4.0,4.51,94.63,2026-04-20,10:31:00,Unknown,90.12,4.7619,4.51,3.5,4.51,2026,4,April,Monday,20,10,94.63,0.0
INV-10123,A,Pune,Member,Male,Home And Lifestyle,20.98,7.0,7.34,154.2,2026-05-03,12:17:00,Cash,146.86,4.7619,7.34,4.1,7.34,2026,5,May,Sunday,3,12,154.2,0.0
INV-10470,C,Mumbai,Member,Female,Food And Beverages,59.4,4.0,11.88,249.48,2027-04-15,20:52:00,Cash,237.6,4.7619,11.88,4.2,11.88,2027,4,April,Thursday,15,20,249.48,0.0
INV-10105,C,Mumbai,Member,Female,Sports And Travel,93.95,6.0,28.18,591.88,2026-04-15,19:40:00,Upi,563.7,4.7619,28.18,4.1,28.18,2026,4,April,Wednesday,15,19,591.88,0.0
INV-10061,B,Nashik,Normal,Male,Electronic Accessories,76.35,4.0,15.27,320.67,2026-03-02,20:12:00,Credit Card,305.4,4.7619,15.27,4.9,15.27,2026,3,March,Monday,2,20,320.67,0.0
INV-10147,B,Nashik,Normal,Male,Sports And Travel,72.25,6.0,21.68,455.18,2026-05-27,14:47:00,Upi,433.5,4.7619,21.68,4.2,21.68,2026,5,May,Wednesday,27,14,455.18,0.0
INV-10084,A,Pune,Member,Female,Electronic Accessories,24.56,9.0,11.05,232.09,2026-03-25,13:18:00,Upi,221.04,4.7619,11.05,3.8,11.05,2026,3,March,Wednesday,25,13,232.09,0.0
INV-10316,C,Mumbai,Normal,Male,Home And Lifestyle,37.98,2.0,3.8,79.76,2026-11-12,17:53:00,Credit Card,75.96,4.7619,3.8,4.2,3.8,2026,11,November,Thursday,12,17,79.76,0.0
INV-10382,C,Mumbai,Normal,Male,Food And Beverages,26.04,8.0,10.42,218.74,2027-01-17,16:06:00,Credit Card,208.32,4.7619,10.42,4.2,10.42,2027,1,January,Sunday,17,16,218.74,0.0
INV-10423,A,Pune,Normal,Male,Sports And Travel,34.81,6.0,10.44,219.3,2027-02-27,15:56:00,Upi,208.86,4.7619,10.44,4.0,10.44,2027,2,February,Saturday,27,15,219.3,0.0
INV-10431,A,Pune,Member,Female,Fashion Accessories,24.07,10.0,12.04,252.74,2027-03-07,09:11:00,Upi,240.7,4.7619,12.04,3.8,12.04,2027,3,March,Sunday,7,9,252.74,0.0
INV-10228,B,Nashik,Normal,Male,Health And Beauty,94.81,8.0,37.92,796.4,2026-08-16,16:31:00,Upi,758.48,4.7619,37.92,4.2,37.92,2026,8,August,Sunday,16,16,796.4,0.0
INV-10441,A,Pune,Member,Male,Sports And Travel,75.92,1.0,3.8,79.72,2027-03-17,10:54:00,Credit Card,75.92,4.7619,3.8,4.4,3.8,2027,3,March,Wednesday,17,10,79.72,0.0
INV-10152,A,Pune,Normal,Male,Health And Beauty,29.87,3.0,4.48,94.09,2026-06-01,17:59:00,Credit Card,89.61,4.7619,4.48,3.8,4.48,2026,6,June,Monday,1,17,94.09,0.0
INV-10001,B,Nashik,Normal,Male,Fashion Accessories,28.56,10.0,14.28,299.88,2026-01-01,12:40:00,Cash,285.6,4.7619,14.28,4.6,14.28,2026,1,January,Thursday,1,12,299.88,0.0
INV-10268,C,Mumbai,Normal,Female,Electronic Accessories,93.55,8.0,37.42,785.82,2026-09-25,20:32:00,Credit Card,748.4,4.7619,37.42,3.6,37.42,2026,9,September,Friday,25,20,785.82,0.0
INV-10442,C,Mumbai,Normal,Female,Electronic Accessories,59.35,4.0,11.87,249.27,2027-03-18,12:23:00,Upi,237.4,4.7619,11.87,4.7,11.87,2027,3,March,Thursday,18,12,249.27,0.0
INV-10089,C,Mumbai,Member,Female,Home And Lifestyle,55.1,3.0,8.26,173.56,2026-03-30,15:31:00,Credit Card,165.3,4.7619,8.26,3.7,8.26,2026,3,March,Monday,30,15,173.56,0.0
INV-10078,A,Pune,Normal,Male,Health And Beauty,31.51,6.0,9.45,198.51,2026-03-19,19:53:00,Credit Card,189.06,4.7619,9.45,5.0,9.45,2026,3,March,Thursday,19,19,198.51,0.0
INV-10269,B,Nashik,Member,Male,Sports And Travel,70.84,1.0,3.54,74.38,2026-09-26,09:47:00,Upi,70.84,4.7619,3.54,4.6,3.54,2026,9,September,Saturday,26,9,74.38,0.0
INV-10418,A,Pune,Normal,Female,Electronic Accessories,52.49,8.0,21.0,440.92,2027-02-22,16:01:00,Credit Card,419.92,4.7619,21.0,4.0,21.0,2027,2,February,Monday,22,16,440.92,0.0
INV-10124,A,Pune,Normal,Male,Fashion Accessories,63.49,3.0,9.52,199.99,2026-05-04,11:12:00,Cash,190.47,4.7619,9.52,5.0,9.52,2026,5,May,Monday,4,11,199.99,0.0
INV-10298,A,Pune,Normal,Male,Electronic Accessories,78.24,1.0,3.91,82.15,2026-10-25,16:49:00,Cash,78.24,4.7619,3.91,3.5,3.91,2026,10,October,Sunday,25,16,82.15,0.0
INV-10370,A,Pune,Normal,Female,Sports And Travel,21.01,4.0,4.2,88.24,2027-01-05,18:03:00,Cash,84.04,4.7619,4.2,3.8,4.2,2027,1,January,Tuesday,5,18,88.24,0.0
INV-10096,B,Nashik,Member,Male,Electronic Accessories,22.72,3.0,3.41,71.57,2026-04-06,12:52:00,Cash,68.16,4.7619,3.41,2.7,3.41,2026,4,April,Monday,6,12,71.57,0.0
INV-10486,C,Mumbai,Normal,Male,Electronic Accessories,98.03,1.0,4.9,102.93,2027-05-01,15:13:00,Cash,98.03,4.7619,4.9,3.3,4.9,2027,5,May,Saturday,1,15,102.93,0.0
INV-10012,C,Mumbai,Member,Male,Health And Beauty,75.21,6.0,22.56,473.82,2026-01-12,15:14:00,Cash,451.26,4.7619,22.56,3.5,22.56,2026,1,January,Monday,12,15,473.82,0.0
INV-10115,B,Nashik,Normal,Male,Food And Beverages,84.27,8.0,33.71,707.87,2026-04-25,14:04:00,Credit Card,674.16,4.7619,33.71,3.4,33.71,2026,4,April,Saturday,25,14,707.87,0.0
INV-10332,C,Mumbai,Member,Female,Health And Beauty,85.78,2.0,8.58,180.14,2026-11-28,09:49:00,Upi,171.56,4.7619,8.58,3.1,8.58,2026,11,November,Saturday,28,9,180.14,0.0
INV-10429,B,Nashik,Normal,Male,Electronic Accessories,86.03,10.0,43.02,903.32,2027-03-05,12:52:00,Credit Card,860.3,4.7619,43.02,4.5,43.02,2027,3,March,Friday,5,12,903.32,0.0
INV-10258,C,Mumbai,Normal,Female,Fashion Accessories,24.1,8.0,9.64,202.44,2026-09-15,13:45:00,Credit Card,192.8,4.7619,9.64,5.0,9.64,2026,9,September,Tuesday,15,13,202.44,0.0
INV-10220,C,Mumbai,Normal,Male,Sports And Travel,82.19,7.0,28.77,604.1,2026-08-08,17:28:00,Upi,575.33,4.7619,28.77,4.5,28.77,2026,8,August,Saturday,8,17,604.1,0.0
INV-10438,C,Mumbai,Normal,Male,Health And Beauty,79.47,4.0,15.89,333.77,2027-03-14,19:51:00,Cash,317.88,4.7619,15.89,4.3,15.89,2027,3,March,Sunday,14,19,333.77,0.0
INV-10253,C,Mumbai,Normal,Male,Sports And Travel,20.26,9.0,9.12,191.46,2026-09-10,19:55:00,Credit Card,182.34,4.7619,9.12,3.6,9.12,2026,9,September,Thursday,10,19,191.46,0.0
INV-10353,B,Nashik,Member,Male,Health And Beauty,30.29,1.0,1.51,31.8,2026-12-19,13:20:00,Upi,30.29,4.7619,1.51,3.4,1.51,2026,12,December,Saturday,19,13,31.8,0.0
INV-10479,C,Mumbai,Normal,Female,Sports And Travel,87.58,10.0,43.79,919.59,2027-04-24,17:18:00,Credit Card,875.8,4.7619,43.79,3.3,43.79,2027,4,April,Saturday,24,17,919.59,0.0
INV-10262,C,Mumbai,Member,Female,Food And Beverages,18.55,9.0,8.35,175.3,2026-09-19,18:45:00,Upi,166.95,4.7619,8.35,2.9,8.35,2026,9,September,Saturday,19,18,175.3,0.0
INV-10444,B,Nashik,Normal,Female,Health And Beauty,89.39,6.0,26.82,563.16,2027-03-20,11:05:00,Cash,536.34,4.7619,26.82,5.0,26.82,2027,3,March,Saturday,20,11,563.16,0.0
INV-10179,C,Mumbai,Normal,Male,Fashion Accessories,13.84,4.0,2.77,58.13,2026-06-28,13:43:00,Upi,55.36,4.7619,2.77,3.4,2.77,2026,6,June,Sunday,28,13,58.13,0.0
INV-10411,A,Pune,Normal,Male,Home And Lifestyle,80.22,8.0,32.09,673.85,2027-02-15,12:46:00,Cash,641.76,4.7619,32.09,3.1,32.09,2027,2,February,Monday,15,12,673.85,0.0
INV-10279,C,Mumbai,Normal,Male,Health And Beauty,29.9,5.0,7.48,156.98,2026-10-06,13:24:00,Credit Card,149.5,4.7619,7.48,3.7,7.48,2026,10,October,Tuesday,6,13,156.98,0.0
INV-10020,A,Pune,Member,Female,Food And Beverages,33.84,3.0,5.08,106.6,2026-01-20,21:34:00,Upi,101.52,4.7619,5.08,4.4,5.08,2026,1,January,Tuesday,20,21,106.6,0.0
INV-10356,B,Nashik,Member,Male,Health And Beauty,53.79,1.0,2.69,56.48,2026-12-22,10:51:00,Upi,53.79,4.7619,2.69,4.2,2.69,2026,12,December,Tuesday,22,10,56.48,0.0
INV-10170,B,Nashik,Member,Female,Sports And Travel,62.39,7.0,21.84,458.57,2026-06-19,20:20:00,Credit Card,436.73,4.7619,21.84,3.2,21.84,2026,6,June,Friday,19,20,458.57,0.0
INV-10240,A,Pune,Member,Male,Health And Beauty,30.51,3.0,4.58,96.11,2026-08-28,13:07:00,Credit Card,91.53,4.7619,4.58,3.5,4.58,2026,8,August,Friday,28,13,96.11,0.0
INV-10278,B,Nashik,Normal,Female,Food And Beverages,67.25,5.0,16.81,353.06,2026-10-05,20:10:00,Credit Card,336.25,4.7619,16.81,3.9,16.81,2026,10,October,Monday,5,20,353.06,0.0
INV-10161,B,Nashik,Member,Male,Electronic Accessories,57.3,6.0,17.19,360.99,2026-06-10,14:32:00,Credit Card,343.8,4.7619,17.19,3.6,17.19,2026,6,June,Wednesday,10,14,360.99,0.0
INV-10074,C,Mumbai,Normal,Female,Food And Beverages,30.46,5.0,7.62,159.92,2026-03-15,20:33:00,Cash,152.3,4.7619,7.62,4.9,7.62,2026,3,March,Sunday,15,20,159.92,0.0
INV-10018,B,Nashik,Normal,Female,Electronic Accessories,91.5,3.0,13.73,288.23,2026-01-18,20:50:00,Cash,274.5,4.7619,13.73,4.0,13.73,2026,1,January,Sunday,18,20,288.23,0.0
INV-10063,C,Mumbai,Member,Male,Electronic Accessories,31.93,10.0,15.97,335.27,2026-03-04,10:44:00,Cash,319.3,4.7619,15.97,3.9,15.97,2026,3,March,Wednesday,4,10,335.27,0.0
INV-10250,C,Mumbai,Normal,Male,Electronic Accessories,39.0,6.0,11.7,245.7,2026-09-07,09:49:00,Credit Card,234.0,4.7619,11.7,4.9,11.7,2026,9,September,Monday,7,9,245.7,0.0
INV-10229,C,Mumbai,Member,Male,Health And Beauty,80.55,5.0,20.14,422.89,2026-08-17,12:49:00,Credit Card,402.75,4.7619,20.14,4.1,20.14,2026,8,August,Monday,17,12,422.89,0.0
INV-10239,B,Nashik,Member,Female,Health And Beauty,80.42,6.0,24.13,506.65,2026-08-27,19:12:00,Cash,482.52,4.7619,24.13,3.3,24.13,2026,8,August,Thursday,27,19,506.65,0.0
INV-10230,B,Nashik,Member,Female,Fashion Accessories,41.94,3.0,6.29,132.11,2026-08-18,19:14:00,Upi,125.82,4.7619,6.29,3.3,6.29,2026,8,August,Tuesday,18,19,132.11,0.0
INV-10319,A,Pune,Member,Male,Food And Beverages,65.35,1.0,3.27,68.62,2026-11-15,11:00:00,Upi,65.35,4.7619,3.27,4.4,3.27,2026,11,November,Sunday,15,11,68.62,0.0
INV-10284,A,Pune,Member,Female,Sports And Travel,14.85,9.0,6.68,140.33,2026-10-11,14:03:00,Cash,133.65,4.7619,6.68,3.8,6.68,2026,10,October,Sunday,11,14,140.33,0.0
INV-10048,B,Nashik,Normal,Male,Electronic Accessories,77.94,5.0,19.48,409.18,2026-02-17,09:14:00,Upi,389.7,4.7619,19.48,4.5,19.48,2026,2,February,Tuesday,17,9,409.18,0.0
INV-10251,A,Pune,Member,Male,Health And Beauty,21.27,6.0,6.38,134.0,2026-09-08,13:19:00,Upi,127.62,4.7619,6.38,4.5,6.38,2026,9,September,Tuesday,8,13,134.0,0.0
INV-10080,A,Pune,Member,Female,Health And Beauty,84.28,6.0,25.28,530.96,2026-03-21,13:38:00,Credit Card,505.68,4.7619,25.28,4.1,25.28,2026,3,March,Saturday,21,13,530.96,0.0
INV-10296,B,Nashik,Normal,Female,Food And Beverages,40.81,7.0,14.28,299.95,2026-10-23,15:16:00,Credit Card,285.67,4.7619,14.28,4.7,14.28,2026,10,October,Friday,23,15,299.95,0.0
INV-10485,B,Nashik,Normal,Male,Sports And Travel,42.04,5.0,10.51,220.71,2027-04-30,15:14:00,Cash,210.2,4.7619,10.51,5.0,10.51,2027,4,April,Friday,30,15,220.71,0.0
INV-10457,A,Pune,Normal,Male,Home And Lifestyle,97.06,2.0,9.71,203.83,2027-04-02,12:43:00,Cash,194.12,4.7619,9.71,4.6,9.71,2027,4,April,Friday,2,12,203.83,0.0
INV-10425,A,Pune,Member,Male,Home And Lifestyle,80.84,3.0,12.13,254.65,2027-03-01,19:40:00,Upi,242.52,4.7619,12.13,3.9,12.13,2027,3,March,Monday,1,19,254.65,0.0
INV-10193,C,Mumbai,Normal,Female,Food And Beverages,45.32,8.0,18.13,380.69,2026-07-12,18:37:00,Upi,362.56,4.7619,18.13,4.1,18.13,2026,7,July,Sunday,12,18,380.69,0.0
INV-10131,B,Nashik,Normal,Male,Home And Lifestyle,64.23,9.0,28.9,606.97,2026-05-11,21:32:00,Upi,578.07,4.7619,28.9,3.5,28.9,2026,5,May,Monday,11,21,606.97,0.0
INV-10216,A,Pune,Normal,Female,Fashion Accessories,14.3,2.0,1.43,30.03,2026-08-04,16:44:00,Upi,28.6,4.7619,1.43,3.5,1.43,2026,8,August,Tuesday,4,16,30.03,0.0
INV-10245,A,Pune,Member,Female,Home And Lifestyle,33.46,7.0,11.71,245.93,2026-09-02,12:37:00,Cash,234.22,4.7619,11.71,3.7,11.71,2026,9,September,Wednesday,2,12,245.93,0.0
INV-10364,B,Nashik,Member,Female,Food And Beverages,77.13,8.0,30.85,647.89,2026-12-30,11:36:00,Cash,617.04,4.7619,30.85,3.4,30.85,2026,12,December,Wednesday,30,11,647.89,0.0
INV-10060,A,Pune,Normal,Male,Sports And Travel,11.8,2.0,1.18,24.78,2026-03-01,11:13:00,Credit Card,23.6,4.7619,1.18,4.3,1.18,2026,3,March,Sunday,1,11,24.78,0.0
INV-10222,B,Nashik,Member,Male,Health And Beauty,13.2,6.0,3.96,83.16,2026-08-10,20:12:00,Upi,79.2,4.7619,3.96,3.6,3.96,2026,8,August,Monday,10,20,83.16,0.0
INV-10177,C,Mumbai,Member,Female,Electronic Accessories,27.9,6.0,8.37,175.77,2026-06-26,09:53:00,Credit Card,167.4,4.7619,8.37,3.7,8.37,2026,6,June,Friday,26,9,175.77,0.0
INV-10450,A,Pune,Normal,Male,Sports And Travel,98.16,2.0,9.82,206.14,2027-03-26,14:39:00,Credit Card,196.32,4.7619,9.82,4.2,9.82,2027,3,March,Friday,26,14,206.14,0.0
INV-10056,C,Mumbai,Member,Male,Food And Beverages,52.74,1.0,2.64,55.38,2026-02-25,10:45:00,Cash,52.74,4.7619,2.64,5.0,2.64,2026,2,February,Wednesday,25,10,55.38,0.0
INV-10292,A,Pune,Normal,Female,Food And Beverages,18.27,3.0,2.74,57.55,2026-10-19,21:41:00,Credit Card,54.81,4.7619,2.74,3.8,2.74,2026,10,October,Monday,19,21,57.55,0.0
INV-10255,A,Pune,Member,Female,Food And Beverages,92.83,1.0,4.64,97.47,2026-09-12,10:37:00,Upi,92.83,4.7619,4.64,5.0,4.64,2026,9,September,Saturday,12,10,97.47,0.0
INV-10408,A,Pune,Member,Male,Sports And Travel,14.49,8.0,5.8,121.72,2027-02-12,18:21:00,Cash,115.92,4.7619,5.8,5.0,5.8,2027,2,February,Friday,12,18,121.72,0.0
INV-10386,C,Mumbai,Member,Female,Sports And Travel,76.6,4.0,15.32,321.72,2027-01-21,14:46:00,Upi,306.4,4.7619,15.32,3.8,15.32,2027,1,January,Thursday,21,14,321.72,0.0
INV-10437,A,Pune,Member,Female,Electronic Accessories,38.37,6.0,11.51,241.73,2027-03-13,09:18:00,Upi,230.22,4.7619,11.51,4.8,11.51,2027,3,March,Saturday,13,9,241.73,0.0
INV-10198,C,Mumbai,Normal,Female,Fashion Accessories,94.85,8.0,37.94,796.74,2026-07-17,20:26:00,Credit Card,758.8,4.7619,37.94,4.6,37.94,2026,7,July,Friday,17,20,796.74,0.0
INV-10069,A,Pune,Normal,Female,Electronic Accessories,64.76,4.0,12.95,271.99,2026-03-10,20:15:00,Upi,259.04,4.7619,12.95,3.4,12.95,2026,3,March,Tuesday,10,20,271.99,0.0
INV-10211,B,Nashik,Normal,Male,Food And Beverages,50.56,9.0,22.75,477.79,2026-07-30,15:35:00,Credit Card,455.04,4.7619,22.75,3.0,22.75,2026,7,July,Thursday,30,15,477.79,0.0
INV-10233,B,Nashik,Normal,Female,Health And Beauty,84.75,9.0,38.14,800.89,2026-08-21,19:25:00,Cash,762.75,4.7619,38.14,3.4,38.14,2026,8,August,Friday,21,19,800.89,0.0
INV-10202,A,Pune,Member,Female,Health And Beauty,93.73,2.0,9.37,196.83,2026-07-21,13:05:00,Credit Card,187.46,4.7619,9.37,3.8,9.37,2026,7,July,Tuesday,21,13,196.83,0.0
INV-10169,A,Pune,Member,Female,Food And Beverages,81.13,4.0,16.23,340.75,2026-06-18,14:43:00,Credit Card,324.52,4.7619,16.23,4.0,16.23,2026,6,June,Thursday,18,14,340.75,0.0
INV-10186,B,Nashik,Normal,Male,Food And Beverages,21.45,9.0,9.65,202.7,2026-07-05,17:02:00,Credit Card,193.05,4.7619,9.65,4.1,9.65,2026,7,July,Sunday,5,17,202.7,0.0
INV-10036,C,Mumbai,Normal,Female,Fashion Accessories,51.12,6.0,15.34,322.06,2026-02-05,13:15:00,Cash,306.72,4.7619,15.34,4.9,15.34,2026,2,February,Thursday,5,13,322.06,0.0
INV-10130,B,Nashik,Member,Female,Electronic Accessories,11.59,3.0,1.74,36.51,2026-05-10,15:25:00,Upi,34.77,4.7619,1.74,5.0,1.74,2026,5,May,Sunday,10,15,36.51,0.0
